"City", "Season", "Month", "Promotions", "Offers", "ShippingOptions", "LocalFestivals", "WebsiteThemeType", "PricingStrategy"
"San Antonio, USA",Spring,December,Clearance Sales,Dollar Amount Discount,Freight Shipping,Hanukkah (Jewish Communities Worldwide),LimeGreen,High Initial Price
"San Antonio, USA",Summer,August,Clearance Sales,Dollar Amount Discount,Freight Shipping,Hanukkah (Jewish Communities Worldwide),Orange,Differentiation
"San Antonio, USA",Summer,August,Clearance Sales,Dollar Amount Discount,Freight Shipping,Hanukkah (Jewish Communities Worldwide),FloralWhite,Differentiation
"San Antonio, USA",Summer,August,Clearance Sales,Dollar Amount Discount,Freight Shipping,Hanukkah (Jewish Communities Worldwide),DarkSalmon,Differentiation
"San Antonio, USA",Summer,August,Clearance Sales,Dollar Amount Discount,Freight Shipping,Hanukkah (Jewish Communities Worldwide),DarkKhaki,Differentiation
"San Antonio, USA",Summer,December,Clearance Sales,Dollar Amount Discount,Freight Shipping,Hanukkah (Jewish Communities Worldwide),Fuchsia,High Initial Price
"San Antonio, USA",Summer,December,Clearance Sales,Dollar Amount Discount,Freight Shipping,Hanukkah (Jewish Communities Worldwide),LavenderBlush,High Initial Price
"San Antonio, USA",Wet Season,April,Clearance Sales,Dollar Amount Discount,Freight Shipping,Hanukkah (Jewish Communities Worldwide),MistyRose,Demand-Based Pricing
"San Antonio, USA",Wet Season,April,Clearance Sales,Dollar Amount Discount,Freight Shipping,Hanukkah (Jewish Communities Worldwide),Chartreuse,Demand-Based Pricing
"San Antonio, USA",Wet Season,August,Clearance Sales,Dollar Amount Discount,Freight Shipping,Hanukkah (Jewish Communities Worldwide),Snow,Differentiation
"San Antonio, USA",Wet Season,August,Clearance Sales,Dollar Amount Discount,Freight Shipping,Hanukkah (Jewish Communities Worldwide),Blue,Demand-Based Pricing
"San Antonio, USA",Wet Season,August,Clearance Sales,Dollar Amount Discount,Freight Shipping,Hanukkah (Jewish Communities Worldwide),Pink,Demand-Based Pricing
"San Antonio, USA",Wet Season,August,Clearance Sales,Dollar Amount Discount,Freight Shipping,Hanukkah (Jewish Communities Worldwide),MediumAquaMarine,Demand-Based Pricing
"San Antonio, USA",Winter,April,Clearance Sales,Dollar Amount Discount,Freight Shipping,Hanukkah (Jewish Communities Worldwide),LightYellow,Demand-Based Pricing
"San Antonio, USA",Winter,April,Clearance Sales,Dollar Amount Discount,Freight Shipping,Hanukkah (Jewish Communities Worldwide),Violet,Below-Cost Selling
"San Antonio, USA",Winter,April,Clearance Sales,Dollar Amount Discount,Freight Shipping,Hanukkah (Jewish Communities Worldwide),Khaki,Below-Cost Selling
"San Antonio, USA",Winter,April,Clearance Sales,Dollar Amount Discount,Freight Shipping,Hanukkah (Jewish Communities Worldwide),OrangeRed,Below-Cost Selling
"San Antonio, USA",Winter,April,Clearance Sales,Dollar Amount Discount,Freight Shipping,Hanukkah (Jewish Communities Worldwide),DodgerBlue,Below-Cost Selling
"San Antonio, USA",Winter,April,Clearance Sales,Dollar Amount Discount,Freight Shipping,Hanukkah (Jewish Communities Worldwide),LightSalmon,Below-Cost Selling
"San Diego, USA",Autumn (Fall),September,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Black,Subscription Models
"San Diego, USA",Autumn (Fall),September,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),PeachPuff,Subscription Models
"San Diego, USA",Autumn (Fall),September,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Olive,Subscription Models
"San Diego, USA",Autumn (Fall),September,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),MidnightBlue,Subscription Models
"San Diego, USA",Autumn (Fall),September,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),MediumSlateBlue,Subscription Models
"San Diego, USA",Autumn (Fall),September,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),LightSlateGray,Subscription Models
"San Diego, USA",Deep Winter,October,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Coral,Seasonal Pricing
"San Diego, USA",Deep Winter,October,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),DeepSkyBlue,Seasonal Pricing
"San Diego, USA",Deep Winter,October,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),YellowGreen,Seasonal Pricing
"San Diego, USA",Deep Winter,September,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Thistle,Seasonal Pricing
"San Diego, USA",Deep Winter,September,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Indigo,Seasonal Pricing
"San Diego, USA",Dry Season,November,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),MediumTurquoise,Regional Pricing
"San Diego, USA",Dry Season,October,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),DarkCyan,Seasonal Pricing
"San Diego, USA",Dry Season,October,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Silver,Regional Pricing
"San Diego, USA",Dry Season,October,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Beige,Regional Pricing
"San Diego, USA",Dry Season,October,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),PaleVioletRed,Regional Pricing
"San Diego, USA",Dry Season,October,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),YellowGreen,Regional Pricing
"San Diego, USA",Early Autumn,November,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),SlateBlue,Promotional Discounts
"San Diego, USA",Early Autumn,November,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),LightSeaGreen,Promotional Discounts
"San Diego, USA",Early Autumn,November,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),DarkKhaki,Promotional Discounts
"San Diego, USA",Early Autumn,November,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),HotPink,Promotional Discounts
"San Diego, USA",Early Autumn,November,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),MediumVioletRed,Promotional Discounts
"San Diego, USA",Early Spring,May,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Cyan,Product Bundles
"San Diego, USA",Early Spring,May,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),SeaShell,Product Bundles
"San Diego, USA",Early Spring,May,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Aquamarine,Product Bundles
"San Diego, USA",Early Spring,November,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),DarkViolet,Promotional Discounts
"San Diego, USA",Early Spring,November,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),WhiteSmoke,Product Bundles
"San Diego, USA",Early Summer,May,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),PaleGreen,Product Bundles
"San Diego, USA",Early Summer,May,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Green,Price Matching
"San Diego, USA",Early Summer,May,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),MediumSlateBlue,Price Matching
"San Diego, USA",Early Summer,May,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Purple,Price Matching
"San Diego, USA",Early Summer,May,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),LightPink,Price Matching
"San Diego, USA",Early Winter,March,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),PaleGoldenRod,Price Matching
"San Diego, USA",Early Winter,March,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),GreenYellow,Price Matching
"San Diego, USA",Early Winter,March,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),HotPink,Price Ending
"San Diego, USA",Early Winter,March,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),DarkSlateGray,Price Ending
"San Diego, USA",Early Winter,March,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Wheat,Price Ending
"San Diego, USA",Early Winter,March,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Cornsilk,Price Ending
"San Diego, USA",Late Autumn,June,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),SeaGreen,Prestige Pricing
"San Diego, USA",Late Autumn,June,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),MediumPurple,Prestige Pricing
"San Diego, USA",Late Autumn,March,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),SandyBrown,Price Ending
"San Diego, USA",Late Autumn,March,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),AntiqueWhite,Prestige Pricing
"San Diego, USA",Late Autumn,March,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Orchid,Prestige Pricing
"San Diego, USA",Late Spring,June,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),DarkOrchid,Prestige Pricing
"San Diego, USA",Late Spring,June,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),LightGray,Prestige Pricing
"San Diego, USA",Late Spring,June,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Moccasin,Perceived Value
"San Diego, USA",Late Spring,June,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Gray,Perceived Value
"San Diego, USA",Late Spring,June,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Pink,Perceived Value
"San Diego, USA",Late Summer,July,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Turquoise,Perceived Value
"San Diego, USA",Late Summer,July,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Coral,Markup Based on Cost
"San Diego, USA",Late Summer,July,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),SaddleBrown,Markup Based on Cost
"San Diego, USA",Late Summer,July,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),AquaMarine,Markup Based on Cost
"San Diego, USA",Late Summer,June,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),DarkSeaGreen,Perceived Value
"San Diego, USA",Late Winter ,January,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),LightCyan,Market-Based Pricing
"San Diego, USA",Late Winter ,July,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Orange,Markup Based on Cost
"San Diego, USA",Late Winter ,July,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),DarkSeaGreen,Markup Based on Cost
"San Diego, USA",Late Winter ,July,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),MediumBlue,Markup Based on Cost
"San Diego, USA",Late Winter ,July,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),BlueViolet,Market-Based Pricing
"San Diego, USA",Monsoon (Rainy Season),January,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),LightGoldenRodYellow,Market-Based Pricing
"San Diego, USA",Monsoon (Rainy Season),January,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Gold,Market-Based Pricing
"San Diego, USA",Monsoon (Rainy Season),January,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),DarkRed,Market-Based Pricing
"San Diego, USA",Monsoon (Rainy Season),January,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),DarkRed,Market-Based Pricing
"San Diego, USA",Monsoon (Rainy Season),January,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Thistle,Low Initial Price
"San Diego, USA",Monsoon (Rainy Season),January,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Chartreuse,Low Initial Price
"San Diego, USA",Post-monsoon (Retreating Monsoon) ,February,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Olive,Low Initial Price
"San Diego, USA",Post-monsoon (Retreating Monsoon) ,February,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),LightGreen,Localized Promotions
"San Diego, USA",Post-monsoon (Retreating Monsoon) ,February,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Maroon,Localized Promotions
"San Diego, USA",Post-monsoon (Retreating Monsoon) ,February,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),MediumPurple,Localized Promotions
"San Diego, USA",Post-monsoon (Retreating Monsoon) ,January,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),RosyBrown,Low Initial Price
"San Diego, USA",Post-monsoon (Retreating Monsoon) ,January,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),LightCyan,Low Initial Price
"San Diego, USA",Pre-monsoon (Hot Season) ,December,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Tan,Limited Edition Releases
"San Diego, USA",Pre-monsoon (Hot Season) ,February,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),LightBlue,Localized Promotions
"San Diego, USA",Pre-monsoon (Hot Season) ,February,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),LightYellow,Localized Promotions
"San Diego, USA",Pre-monsoon (Hot Season) ,February,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Gainsboro,Localized Promotions
"San Diego, USA",Pre-monsoon (Hot Season) ,February,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Crimson,Limited Edition Releases
"San Diego, USA",Pre-monsoon (Hot Season) ,February,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),DarkOrange,Limited Edition Releases
"San Diego, USA",Spring,December,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),BurlyWood,Limited Edition Releases
"San Diego, USA",Spring,December,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Purple,Limited Edition Releases
"San Diego, USA",Spring,December,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Aqua,High Initial Price
"San Diego, USA",Spring,December,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Navy,High Initial Price
"San Diego, USA",Spring,December,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),SpringGreen,High Initial Price
"San Diego, USA",Spring,December,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Linen,High Initial Price
"San Diego, USA",Summer,August,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),LawnGreen,High Initial Price
"San Diego, USA",Summer,August,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Gold,Differentiation
"San Diego, USA",Summer,August,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),ForestGreen,Differentiation
"San Diego, USA",Summer,August,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),LightCoral,Differentiation
"San Diego, USA",Summer,August,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),DarkMagenta,Differentiation
"San Diego, USA",Summer,December,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Magenta,High Initial Price
"San Diego, USA",Wet Season,April,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Moccasin,Demand-Based Pricing
"San Diego, USA",Wet Season,April,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),LawnGreen,Demand-Based Pricing
"San Diego, USA",Wet Season,August,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),SpringGreen,Differentiation
"San Diego, USA",Wet Season,August,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),BlueViolet,Demand-Based Pricing
"San Diego, USA",Wet Season,August,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Plum,Demand-Based Pricing
"San Diego, USA",Wet Season,August,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),DarkCyan,Demand-Based Pricing
"San Diego, USA",Winter,April,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Lime,Demand-Based Pricing
"San Diego, USA",Winter,April,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Orchid,Below-Cost Selling
"San Diego, USA",Winter,April,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Lavender,Below-Cost Selling
"San Diego, USA",Winter,April,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),DarkOrange,Below-Cost Selling
"San Diego, USA",Winter,April,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),FireBrick,Below-Cost Selling
"San Diego, USA",Winter,April,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Salmon,Below-Cost Selling
"San Francisco, USA",Autumn (Fall),September,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),Chocolate,Subscription Models
"San Francisco, USA",Autumn (Fall),September,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),RoyalBlue,Subscription Models
"San Francisco, USA",Autumn (Fall),September,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),PaleTurquoise,Subscription Models
"San Francisco, USA",Autumn (Fall),September,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),OliveDrab,Subscription Models
"San Francisco, USA",Autumn (Fall),September,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),PaleGreen,Subscription Models
"San Francisco, USA",Autumn (Fall),September,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),MediumAquaMarine,Subscription Models
"San Francisco, USA",Deep Winter,October,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),LemonChiffon,Seasonal Pricing
"San Francisco, USA",Deep Winter,October,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),GhostWhite,Seasonal Pricing
"San Francisco, USA",Deep Winter,October,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),FireBrick,Seasonal Pricing
"San Francisco, USA",Deep Winter,September,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),RebeccaPurple,Seasonal Pricing
"San Francisco, USA",Deep Winter,September,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),LightCoral,Seasonal Pricing
"San Francisco, USA",Dry Season,November,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),OldLace,Regional Pricing
"San Francisco, USA",Dry Season,October,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),DarkOrchid,Regional Pricing
"San Francisco, USA",Dry Season,October,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),Teal,Regional Pricing
"San Francisco, USA",Dry Season,October,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),CadetBlue,Regional Pricing
"San Francisco, USA",Dry Season,October,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),Red,Regional Pricing
"San Francisco, USA",Dry Season,October,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),Cyan,Regional Pricing
"San Francisco, USA",Early Autumn,November,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),MediumSpringGreen,Promotional Discounts
"San Francisco, USA",Early Autumn,November,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),Magenta,Promotional Discounts
"San Francisco, USA",Early Autumn,November,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),MediumOrchid,Promotional Discounts
"San Francisco, USA",Early Autumn,November,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),LemonChiffon,Promotional Discounts
"San Francisco, USA",Early Autumn,November,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),Yellow,Promotional Discounts
"San Francisco, USA",Early Spring,May,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),DarkOliveGreen,Product Bundles
"San Francisco, USA",Early Spring,May,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),SteelBlue,Product Bundles
"San Francisco, USA",Early Spring,May,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),Brown,Product Bundles
"San Francisco, USA",Early Spring,November,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),Fuchsia,Promotional Discounts
"San Francisco, USA",Early Spring,November,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),IndianRed,Product Bundles
"San Francisco, USA",Early Summer,May,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),PowderBlue,Product Bundles
"San Francisco, USA",Early Summer,May,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),Teal,Price Matching
"San Francisco, USA",Early Summer,May,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),NavajoWhite,Price Matching
"San Francisco, USA",Early Summer,May,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),Lime,Price Matching
"San Francisco, USA",Early Summer,May,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),LimeGreen,Price Matching
"San Francisco, USA",Early Winter,March,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),Fuchsia,Price Matching
"San Francisco, USA",Early Winter,March,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),LavenderBlush,Price Matching
"San Francisco, USA",Early Winter,March,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),Orange,Price Ending
"San Francisco, USA",Early Winter,March,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),FloralWhite,Price Ending
"San Francisco, USA",Early Winter,March,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),DarkSalmon,Price Ending
"San Francisco, USA",Early Winter,March,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),DarkKhaki,Price Ending
"San Francisco, USA",Late Autumn,June,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),MediumAquaMarine,Prestige Pricing
"San Francisco, USA",Late Autumn,June,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),MistyRose,Prestige Pricing
"San Francisco, USA",Late Autumn,March,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),Snow,Price Ending
"San Francisco, USA",Late Autumn,March,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),Blue,Prestige Pricing
"San Francisco, USA",Late Autumn,March,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),Pink,Prestige Pricing
"San Francisco, USA",Late Spring,June,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),Chartreuse,Prestige Pricing
"San Francisco, USA",Late Spring,June,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),LightYellow,Prestige Pricing
"San Francisco, USA",Late Spring,June,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),Violet,Perceived Value
"San Francisco, USA",Late Spring,June,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),Khaki,Perceived Value
"San Francisco, USA",Late Spring,June,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),OrangeRed,Perceived Value
"San Francisco, USA",Late Summer,July,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),LightSalmon,Perceived Value
"San Francisco, USA",Late Summer,July,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),DarkGray,Markup Based on Cost
"San Francisco, USA",Late Summer,July,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),SlateBlue,Markup Based on Cost
"San Francisco, USA",Late Summer,July,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),Black,Markup Based on Cost
"San Francisco, USA",Late Summer,June,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),DodgerBlue,Perceived Value
"San Francisco, USA",Late Winter ,January,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),LightSlateGray,Market-Based Pricing
"San Francisco, USA",Late Winter ,July,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),PeachPuff,Markup Based on Cost
"San Francisco, USA",Late Winter ,July,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),Olive,Markup Based on Cost
"San Francisco, USA",Late Winter ,July,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),MidnightBlue,Markup Based on Cost
"San Francisco, USA",Late Winter ,July,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),MediumSlateBlue,Market-Based Pricing
"San Francisco, USA",Monsoon (Rainy Season),January,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),Thistle,Market-Based Pricing
