"Tampa, USA",Winter,April,Affiliate Programs,Buy One Get One (BOGO),Flat-Rate Shipping,Thanksgiving (Canada),AquaMarine
"Arlington, USA",Winter,April,"Percentage Off (e.g., 20% off)",Bulk Purchase Discounts,Standard Shipping,Canada Day (Canada),AliceBlue
"New Orleans, USA",Winter,April,"Dollar Amount Off (e.g., $10 off)",Limited-Time Offers,Expedited Shipping,Australia Day (Australia),AntiqueWhite
"Tokyo, Japan",Winter,April,Buy One Get One Free (BOGO),Percentage Discount,Overnight Shipping,Hajj (Saudi Arabia),Aqua
"Delhi, India",Winter,April,"Buy More Save More (e.g., buy 2 get 1 free)",Dollar Amount Discount,Same-Day Delivery,Christmas Markets (Germany and Europe),Aquamarine
"Shanghai, China",Winter,April,Flash Sales,Buy One Get One (BOGO),Two-Day Shipping,Hogmanay (Scotland),Azure
"São Paulo, Brazil",Winter,April,"Seasonal Sales (e.g., Black Friday, Christmas sales)",Bulk Purchase Discounts,In-Store Pickup,Hanami (Japan),Beige
"Mumbai, India",Winter,April,Clearance Sales,Limited-Time Offers,Freight Shipping,Edinburgh Festival Fringe (Scotland),Bisque
"Beijing, China",Winter,April,Digital Coupons,Percentage Discount,Flat-Rate Shipping,La Tomatina (Spain),Black
"Cairo, Egypt",Winter,April,Paper Coupons,Dollar Amount Discount,Standard Shipping,Oktoberfest (Germany),BlanchedAlmond
"Dhaka, Bangladesh",Winter,April,Mobile Coupons,Buy One Get One (BOGO),Expedited Shipping,"Independence Day (India, August 15)",Blue
"Mexico City, Mexico",Winter,April,Discount Codes,Bulk Purchase Discounts,Overnight Shipping,Bastille Day (France),BlueViolet
"Osaka, Japan",Winter,April,Gift Vouchers,Limited-Time Offers,Same-Day Delivery,Guy Fawkes Night (UK),Brown
"Karachi, Pakistan",Winter,April,Cashback Offers,Percentage Discount,Two-Day Shipping,Anzac Day (Australia and New Zealand),BurlyWood
"Chongqing, China",Winter,April,Points Programs (earn points for purchases),Dollar Amount Discount,In-Store Pickup,Holi (India),CadetBlue
"Istanbul, Turkey",Winter,April,Membership Discounts,Buy One Get One (BOGO),Freight Shipping,Easter (Global),Chartreuse
"Buenos Aires, Argentina",Winter,April,Exclusive Member Sales,Bulk Purchase Discounts,Flat-Rate Shipping,Day of the Dead (Mexico),Chocolate
"Kolkata, India",Winter,April,"Rewards Programs (e.g., frequent flyer miles)",Limited-Time Offers,Standard Shipping,Diwali (India),Coral
"Lagos, Nigeria",Winter,April,VIP Programs,Percentage Discount,Expedited Shipping,Ramadan (Islamic World),CornflowerBlue
"Kinshasa, DR Congo",Winter,April,"Product Bundles (e.g., buy a laptop, get a mouse free)",Dollar Amount Discount,Overnight Shipping,Eid al-Adha (Islamic World),Cornsilk
"Manila, Philippines",Winter,April,"Service Packages (e.g., phone plans with free data)",Buy One Get One (BOGO),Same-Day Delivery,Thai New Year (Songkran) (Thailand),Crimson
"Rio de Janeiro, Brazil",Winter,April,"Subscription Discounts (e.g., sign up for 12 months, get 1 month free)",Bulk Purchase Discounts,Two-Day Shipping,Chinese Lantern Festival (China),Cyan
"Guangzhou, China",Winter,April,Refer a Friend Discounts,Limited-Time Offers,In-Store Pickup,Spring Festival (China),DarkBlue
"Lahore, Pakistan",Winter,April,Referral Rewards,Percentage Discount,Freight Shipping,Buddha's Birthday (Buddhist Communities),DarkCyan
"Shenzhen, China",Winter,April,Affiliate Programs,Dollar Amount Discount,Flat-Rate Shipping,Raksha Bandhan (India),DarkGoldenRod
"Bangalore, India",Winter,April,"Percentage Off (e.g., 20% off)",Buy One Get One (BOGO),Standard Shipping,Lantern Festival (China),DarkGray
"Paris, France",Winter,April,"Dollar Amount Off (e.g., $10 off)",Bulk Purchase Discounts,Expedited Shipping,Earth Day (Global),DarkGreen
"London, UK",Winter,April,Buy One Get One Free (BOGO),Limited-Time Offers,Overnight Shipping,Labor Day (Global),DarkKhaki
"Lima, Peru",Winter,April,"Buy More Save More (e.g., buy 2 get 1 free)",Percentage Discount,Same-Day Delivery,Saint George's Day (England),DarkMagenta
"Bangkok, Thailand",Winter,April,Flash Sales,Dollar Amount Discount,Two-Day Shipping,Remembrance Day (UK and Commonwealth),DarkOliveGreen
"Seoul, South Korea",Winter,April,"Seasonal Sales (e.g., Black Friday, Christmas sales)",Buy One Get One (BOGO),In-Store Pickup,Veterans Day (USA),DarkOrange
"Chengdu, China",Winter,April,Clearance Sales,Bulk Purchase Discounts,Freight Shipping,Chuseok (South Korea),DarkOrchid
"Nanjing, China",Winter,April,Digital Coupons,Limited-Time Offers,Flat-Rate Shipping,Hanami (Japan),DarkRed
"Wuhan, China",Winter,April,Paper Coupons,Percentage Discount,Standard Shipping,Gion Matsuri (Japan),DarkSalmon
"Ho Chi Minh City, Vietnam",Winter,April,Mobile Coupons,Dollar Amount Discount,Expedited Shipping,Obon (Japan),DarkSeaGreen
"Luanda, Angola",Winter,April,Discount Codes,Buy One Get One (BOGO),Overnight Shipping,Sapporo Snow Festival (Japan),DarkSlateBlue
"Hyderabad, India",Winter,April,Gift Vouchers,Bulk Purchase Discounts,Same-Day Delivery,Seollal (Korean New Year) (South Korea),DarkSlateGray
"Ahmadabad, India",Winter,April,Cashback Offers,Limited-Time Offers,Two-Day Shipping,Independence Day (USA),DarkTurquoise
"Kuala Lumpur, Malaysia",Winter,April,Points Programs (earn points for purchases),Percentage Discount,In-Store Pickup,Carnaval de Barranquilla (Colombia),DarkViolet
"Hong Kong, China",Winter,April,Membership Discounts,Dollar Amount Discount,Freight Shipping,Feria de Abril (Spain),DeepPink
"Nairobi, Kenya",Winter,April,Exclusive Member Sales,Buy One Get One (BOGO),Flat-Rate Shipping,Harbin Ice Festival (China),DeepSkyBlue
"Baghdad, Iraq",Winter,April,"Rewards Programs (e.g., frequent flyer miles)",Bulk Purchase Discounts,Standard Shipping,Winterlude (Canada),DimGray
"Toronto, Canada",Winter,April,VIP Programs,Limited-Time Offers,Expedited Shipping,Mawlid al-Nabi (Islamic World),DodgerBlue
"Santiago, Chile",Winter,April,"Product Bundles (e.g., buy a laptop, get a mouse free)",Percentage Discount,Overnight Shipping,Diwali (India),FireBrick
"Riyadh, Saudi Arabia",Winter,April,"Service Packages (e.g., phone plans with free data)",Dollar Amount Discount,Same-Day Delivery,Vaisakhi (Sikh Communities),FloralWhite
"Singapore, Singapore",Winter,April,"Subscription Discounts (e.g., sign up for 12 months, get 1 month free)",Buy One Get One (BOGO),Two-Day Shipping,Melbourne Cup (Australia),ForestGreen
"Madrid, Spain",Winter,April,Refer a Friend Discounts,Bulk Purchase Discounts,In-Store Pickup,Sundance Film Festival (USA),Fuchsia
"Dubai, UAE",Winter,April,Referral Rewards,Limited-Time Offers,Freight Shipping,Berlin International Film Festival (Germany),Gainsboro
"Los Angeles, USA",Winter,April,Affiliate Programs,Percentage Discount,Flat-Rate Shipping,Venice Film Festival (Italy),GhostWhite
"Bangalore, India",Winter,April,"Percentage Off (e.g., 20% off)",Dollar Amount Discount,Standard Shipping,Cannes Film Festival (France),Gold
"Jakarta, Indonesia",Winter,April,"Dollar Amount Off (e.g., $10 off)",Buy One Get One (BOGO),Expedited Shipping,Holi Festival (India),GoldenRod
"Berlin, Germany",Winter,April,Buy One Get One Free (BOGO),Bulk Purchase Discounts,Overnight Shipping,Jamhuri Day (Kenya),Gray
"Rome, Italy",Winter,April,"Buy More Save More (e.g., buy 2 get 1 free)",Limited-Time Offers,Same-Day Delivery,Independence Day (Nigeria),Green
"New York City, USA",Winter,April,"Percentage Off (e.g., 20% off)",Percentage Discount,Standard Shipping,New Year's Day (Global),GreenYellow
"Los Angeles, USA",Winter,April,"Dollar Amount Off (e.g., $10 off)",Dollar Amount Discount,Expedited Shipping,Christmas (Global),HoneyDew
"Chicago, USA",Winter,April,Buy One Get One Free (BOGO),Buy One Get One (BOGO),Overnight Shipping,Easter (Global),HotPink
"Houston, USA",Winter,April,"Buy More Save More (e.g., buy 2 get 1 free)",Bulk Purchase Discounts,Same-Day Delivery,Ramadan and Eid al-Fitr (Islamic World),IndianRed
"Phoenix, USA",Winter,April,Flash Sales,Limited-Time Offers,Two-Day Shipping,Diwali (India and Hindu Communities Worldwide),Indigo
"Philadelphia, USA",Winter,April,"Seasonal Sales (e.g., Black Friday, Christmas sales)",Percentage Discount,In-Store Pickup,Chinese New Year (China and Chinese Communities Worldwide),Ivory
"San Antonio, USA",Winter,April,Clearance Sales,Dollar Amount Discount,Freight Shipping,Hanukkah (Jewish Communities Worldwide),Khaki
"San Diego, USA",Winter,April,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Lavender
"Dallas, USA",Winter,April,Paper Coupons,Bulk Purchase Discounts,Standard Shipping,Thanksgiving (USA and Canada),LavenderBlush
"San Jose, USA",Winter,April,Mobile Coupons,Limited-Time Offers,Expedited Shipping,"Halloween (Global, especially USA and UK)",LawnGreen
"Austin, USA",Winter,April,Discount Codes,Percentage Discount,Overnight Shipping,Oktoberfest (Germany and Worldwide),LemonChiffon
"Jacksonville, USA",Winter,April,Gift Vouchers,Dollar Amount Discount,Same-Day Delivery,"Carnival (Brazil, Trinidad and Tobago, Venice, New Orleans)",LightBlue
"Fort Worth, USA",Winter,April,Cashback Offers,Buy One Get One (BOGO),Two-Day Shipping,St. Patrick's Day (Ireland and Irish Communities Worldwide),LightCoral
"Columbus, USA",Winter,April,Points Programs (earn points for purchases),Bulk Purchase Discounts,In-Store Pickup,"Mardi Gras (New Orleans, USA, and Other Places)",LightCyan
"Charlotte, USA",Winter,April,Membership Discounts,Limited-Time Offers,Freight Shipping,Songkran (Thailand),LightGoldenRodYellow
"San Francisco, USA",Winter,April,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),LightGray
"Indianapolis, USA",Winter,April,"Rewards Programs (e.g., frequent flyer miles)",Dollar Amount Discount,Standard Shipping,Rosh Hashanah (Jewish Communities Worldwide),LightGreen
"Seattle, USA",Winter,April,VIP Programs,Buy One Get One (BOGO),Expedited Shipping,Yom Kippur (Jewish Communities Worldwide),LightPink
"Denver, USA",Winter,April,"Product Bundles (e.g., buy a laptop, get a mouse free)",Bulk Purchase Discounts,Overnight Shipping,Bastille Day (France),LightSalmon
"Washington, D.C., USA",Winter,April,"Service Packages (e.g., phone plans with free data)",Limited-Time Offers,Same-Day Delivery,"Boxing Day (UK, Canada, Australia)",LightSeaGreen
"Boston, USA",Winter,April,"Subscription Discounts (e.g., sign up for 12 months, get 1 month free)",Percentage Discount,Two-Day Shipping,Cinco de Mayo (Mexico and Mexican Communities Worldwide),LightSkyBlue
"El Paso, USA",Winter,April,Refer a Friend Discounts,Dollar Amount Discount,In-Store Pickup,"Independence Day (USA, July 4)",LightSlateGray
"Nashville, USA",Winter,April,Referral Rewards,Buy One Get One (BOGO),Freight Shipping,Bonfire Night (UK),LightSteelBlue
"Detroit, USA",Winter,April,Affiliate Programs,Bulk Purchase Discounts,Flat-Rate Shipping,Kwanzaa (USA),LightYellow
"Oklahoma City, USA",Winter,April,"Percentage Off (e.g., 20% off)",Limited-Time Offers,Standard Shipping,Vesak (Buddhist Communities),Lime
"Portland, USA",Winter,April,"Dollar Amount Off (e.g., $10 off)",Percentage Discount,Expedited Shipping,Lantern Festival (China),LimeGreen
"Las Vegas, USA",Winter,April,Buy One Get One Free (BOGO),Dollar Amount Discount,Overnight Shipping,Midsummer (Sweden and Nordic Countries),Linen
"Memphis, USA",Winter,April,"Buy More Save More (e.g., buy 2 get 1 free)",Buy One Get One (BOGO),Same-Day Delivery,"Pongal (Tamil Nadu, India)",Magenta
"Louisville, USA",Winter,April,Flash Sales,Bulk Purchase Discounts,Two-Day Shipping,"Hari Raya Puasa (Eid al-Fitr) (Malaysia, Indonesia)",Maroon
"Baltimore, USA",Winter,April,"Seasonal Sales (e.g., Black Friday, Christmas sales)",Limited-Time Offers,In-Store Pickup,Navratri (India),MediumAquaMarine
"Milwaukee, USA",Winter,April,Clearance Sales,Percentage Discount,Freight Shipping,Passover (Jewish Communities Worldwide),MediumBlue
"Albuquerque, USA",Winter,April,Digital Coupons,Dollar Amount Discount,Flat-Rate Shipping,Purim (Jewish Communities Worldwide),MediumOrchid
"Tucson, USA",Winter,April,Paper Coupons,Buy One Get One (BOGO),Standard Shipping,T?t (Vietnam),MediumPurple
"Fresno, USA",Winter,April,Mobile Coupons,Bulk Purchase Discounts,Expedited Shipping,"Nowruz (Persian New Year, Iran)",MediumSeaGreen
"Sacramento, USA",Winter,April,Discount Codes,Limited-Time Offers,Overnight Shipping,Carnival of Venice (Italy),MediumSlateBlue
"Kansas City, USA",Winter,April,Gift Vouchers,Percentage Discount,Same-Day Delivery,"San Fermín (Running of the Bulls, Spain)",MediumSpringGreen
"Mesa, USA",Winter,April,Cashback Offers,Dollar Amount Discount,Two-Day Shipping,Glastonbury Festival (UK),MediumTurquoise
"Atlanta, USA",Winter,April,Points Programs (earn points for purchases),Buy One Get One (BOGO),In-Store Pickup,Notting Hill Carnival (UK),MediumVioletRed
"Omaha, USA",Winter,April,Membership Discounts,Bulk Purchase Discounts,Freight Shipping,Rio Carnival (Brazil),MidnightBlue
"Colorado Springs, USA",Winter,April,Exclusive Member Sales,Limited-Time Offers,Flat-Rate Shipping,Burning Man (USA),MintCream
"Raleigh, USA",Winter,April,"Rewards Programs (e.g., frequent flyer miles)",Percentage Discount,Standard Shipping,Coachella (USA),MistyRose
"Miami, USA",Winter,April,VIP Programs,Dollar Amount Discount,Expedited Shipping,Day of Ashura (Islamic World),Moccasin
"Long Beach, USA",Winter,April,"Product Bundles (e.g., buy a laptop, get a mouse free)",Buy One Get One (BOGO),Overnight Shipping,Janmashtami (India),NavajoWhite
"Virginia Beach, USA",Winter,April,"Service Packages (e.g., phone plans with free data)",Bulk Purchase Discounts,Same-Day Delivery,Ganesh Chaturthi (India),Navy
"Oakland, USA",Winter,April,"Subscription Discounts (e.g., sign up for 12 months, get 1 month free)",Limited-Time Offers,Two-Day Shipping,Durga Puja (India),OldLace
"Minneapolis, USA",Winter,April,Refer a Friend Discounts,Percentage Discount,In-Store Pickup,Dussehra (India),Olive
"Tulsa, USA",Winter,April,Referral Rewards,Dollar Amount Discount,Freight Shipping,"Onam (Kerala, India)",OliveDrab
"Tampa, USA",Winter,April,Affiliate Programs,Buy One Get One (BOGO),Flat-Rate Shipping,Thanksgiving (Canada),Orange
"Arlington, USA",Winter,April,"Percentage Off (e.g., 20% off)",Bulk Purchase Discounts,Standard Shipping,Canada Day (Canada),OrangeRed
"New Orleans, USA",Winter,April,"Dollar Amount Off (e.g., $10 off)",Limited-Time Offers,Expedited Shipping,Australia Day (Australia),Orchid
"Tokyo, Japan",Winter,April,Buy One Get One Free (BOGO),Percentage Discount,Overnight Shipping,Hajj (Saudi Arabia),PaleGoldenRod
"Delhi, India",Winter,April,"Buy More Save More (e.g., buy 2 get 1 free)",Dollar Amount Discount,Same-Day Delivery,Christmas Markets (Germany and Europe),PaleGreen
"Shanghai, China",Winter,April,Flash Sales,Buy One Get One (BOGO),Two-Day Shipping,Hogmanay (Scotland),PaleTurquoise
"São Paulo, Brazil",Winter,April,"Seasonal Sales (e.g., Black Friday, Christmas sales)",Bulk Purchase Discounts,In-Store Pickup,Hanami (Japan),PaleVioletRed
"Mumbai, India",Winter,April,Clearance Sales,Limited-Time Offers,Freight Shipping,Edinburgh Festival Fringe (Scotland),PapayaWhip
"Beijing, China",Winter,April,Digital Coupons,Percentage Discount,Flat-Rate Shipping,La Tomatina (Spain),PeachPuff
"Cairo, Egypt",Winter,April,Paper Coupons,Dollar Amount Discount,Standard Shipping,Oktoberfest (Germany),Peru
"Dhaka, Bangladesh",Winter,April,Mobile Coupons,Buy One Get One (BOGO),Expedited Shipping,"Independence Day (India, August 15)",Pink
"Mexico City, Mexico",Winter,April,Discount Codes,Bulk Purchase Discounts,Overnight Shipping,Bastille Day (France),Plum
"Osaka, Japan",Winter,April,Gift Vouchers,Limited-Time Offers,Same-Day Delivery,Guy Fawkes Night (UK),PowderBlue
"Karachi, Pakistan",Winter,April,Cashback Offers,Percentage Discount,Two-Day Shipping,Anzac Day (Australia and New Zealand),Purple
"Chongqing, China",Winter,April,Points Programs (earn points for purchases),Dollar Amount Discount,In-Store Pickup,Holi (India),Red
"Istanbul, Turkey",Winter,April,Membership Discounts,Buy One Get One (BOGO),Freight Shipping,Easter (Global),RosyBrown
"Buenos Aires, Argentina",Winter,April,Exclusive Member Sales,Bulk Purchase Discounts,Flat-Rate Shipping,Day of the Dead (Mexico),RoyalBlue
"Kolkata, India",Winter,April,"Rewards Programs (e.g., frequent flyer miles)",Limited-Time Offers,Standard Shipping,Diwali (India),SaddleBrown
"Lagos, Nigeria",Winter,April,VIP Programs,Percentage Discount,Expedited Shipping,Ramadan (Islamic World),Salmon
"Kinshasa, DR Congo",Winter,April,"Product Bundles (e.g., buy a laptop, get a mouse free)",Dollar Amount Discount,Overnight Shipping,Eid al-Adha (Islamic World),SandyBrown
"Manila, Philippines",Winter,April,"Service Packages (e.g., phone plans with free data)",Buy One Get One (BOGO),Same-Day Delivery,Thai New Year (Songkran) (Thailand),SeaGreen
"Rio de Janeiro, Brazil",Winter,April,"Subscription Discounts (e.g., sign up for 12 months, get 1 month free)",Bulk Purchase Discounts,Two-Day Shipping,Chinese Lantern Festival (China),SeaShell
"Guangzhou, China",Winter,April,Refer a Friend Discounts,Limited-Time Offers,In-Store Pickup,Spring Festival (China),Sienna
"Lahore, Pakistan",Winter,April,Referral Rewards,Percentage Discount,Freight Shipping,Buddha's Birthday (Buddhist Communities),Silver
"Shenzhen, China",Winter,April,Affiliate Programs,Dollar Amount Discount,Flat-Rate Shipping,Raksha Bandhan (India),SkyBlue
"Bangalore, India",Winter,April,"Percentage Off (e.g., 20% off)",Buy One Get One (BOGO),Standard Shipping,Lantern Festival (China),SlateBlue
"Paris, France",Winter,April,"Dollar Amount Off (e.g., $10 off)",Bulk Purchase Discounts,Expedited Shipping,Earth Day (Global),SlateGray
"London, UK",Winter,April,Buy One Get One Free (BOGO),Limited-Time Offers,Overnight Shipping,Labor Day (Global),Snow
"Lima, Peru",Winter,April,"Buy More Save More (e.g., buy 2 get 1 free)",Percentage Discount,Same-Day Delivery,Saint George's Day (England),SpringGreen
"Bangkok, Thailand",Winter,April,Flash Sales,Dollar Amount Discount,Two-Day Shipping,Remembrance Day (UK and Commonwealth),SteelBlue
"Seoul, South Korea",Winter,April,"Seasonal Sales (e.g., Black Friday, Christmas sales)",Buy One Get One (BOGO),In-Store Pickup,Veterans Day (USA),Tan
"Chengdu, China",Winter,April,Clearance Sales,Bulk Purchase Discounts,Freight Shipping,Chuseok (South Korea),Teal
"Nanjing, China",Winter,April,Digital Coupons,Limited-Time Offers,Flat-Rate Shipping,Hanami (Japan),Thistle
"Wuhan, China",Winter,April,Paper Coupons,Percentage Discount,Standard Shipping,Gion Matsuri (Japan),Tomato
"Ho Chi Minh City, Vietnam",Winter,April,Mobile Coupons,Dollar Amount Discount,Expedited Shipping,Obon (Japan),Turquoise
"Luanda, Angola",Winter,April,Discount Codes,Buy One Get One (BOGO),Overnight Shipping,Sapporo Snow Festival (Japan),Violet
"Hyderabad, India",Winter,April,Gift Vouchers,Bulk Purchase Discounts,Same-Day Delivery,Seollal (Korean New Year) (South Korea),Wheat
"Ahmadabad, India",Winter,April,Cashback Offers,Limited-Time Offers,Two-Day Shipping,Independence Day (USA),White
"Kuala Lumpur, Malaysia",Winter,April,Points Programs (earn points for purchases),Percentage Discount,In-Store Pickup,Carnaval de Barranquilla (Colombia),WhiteSmoke
"Hong Kong, China",Winter,April,Membership Discounts,Dollar Amount Discount,Freight Shipping,Feria de Abril (Spain),Yellow
"Nairobi, Kenya",Winter,April,Exclusive Member Sales,Buy One Get One (BOGO),Flat-Rate Shipping,Harbin Ice Festival (China),YellowGreen
"Baghdad, Iraq",Winter,April,"Rewards Programs (e.g., frequent flyer miles)",Bulk Purchase Discounts,Standard Shipping,Winterlude (Canada),RebeccaPurple
"Toronto, Canada",Winter,April,VIP Programs,Limited-Time Offers,Expedited Shipping,Mawlid al-Nabi (Islamic World),LightSalmon
"Santiago, Chile",Winter,April,"Product Bundles (e.g., buy a laptop, get a mouse free)",Percentage Discount,Overnight Shipping,Diwali (India),Salmon
"Riyadh, Saudi Arabia",Winter,April,"Service Packages (e.g., phone plans with free data)",Dollar Amount Discount,Same-Day Delivery,Vaisakhi (Sikh Communities),DarkSalmon
"Singapore, Singapore",Winter,April,"Subscription Discounts (e.g., sign up for 12 months, get 1 month free)",Buy One Get One (BOGO),Two-Day Shipping,Melbourne Cup (Australia),LightCoral
"Madrid, Spain",Winter,April,Refer a Friend Discounts,Bulk Purchase Discounts,In-Store Pickup,Sundance Film Festival (USA),IndianRed
"Dubai, UAE",Winter,April,Referral Rewards,Limited-Time Offers,Freight Shipping,Berlin International Film Festival (Germany),Crimson
"Los Angeles, USA",Winter,April,Affiliate Programs,Percentage Discount,Flat-Rate Shipping,Venice Film Festival (Italy),FireBrick
"Bangalore, India",Winter,April,"Percentage Off (e.g., 20% off)",Dollar Amount Discount,Standard Shipping,Cannes Film Festival (France),DarkRed
"Jakarta, Indonesia",Winter,April,"Dollar Amount Off (e.g., $10 off)",Buy One Get One (BOGO),Expedited Shipping,Holi Festival (India),Red
"Berlin, Germany",Winter,April,Buy One Get One Free (BOGO),Bulk Purchase Discounts,Overnight Shipping,Jamhuri Day (Kenya),Pink
"Rome, Italy",Winter,April,"Buy More Save More (e.g., buy 2 get 1 free)",Limited-Time Offers,Same-Day Delivery,Independence Day (Nigeria),LightPink
"New York City, USA",Winter,April,"Percentage Off (e.g., 20% off)",Percentage Discount,Standard Shipping,New Year's Day (Global),HotPink
"Los Angeles, USA",Winter,April,"Dollar Amount Off (e.g., $10 off)",Dollar Amount Discount,Expedited Shipping,Christmas (Global),DeepPink
"Chicago, USA",Winter,April,Buy One Get One Free (BOGO),Buy One Get One (BOGO),Overnight Shipping,Easter (Global),MediumVioletRed
"Houston, USA",Winter,April,"Buy More Save More (e.g., buy 2 get 1 free)",Bulk Purchase Discounts,Same-Day Delivery,Ramadan and Eid al-Fitr (Islamic World),PaleVioletRed
"Phoenix, USA",Winter,April,Flash Sales,Limited-Time Offers,Two-Day Shipping,Diwali (India and Hindu Communities Worldwide),Coral
"Philadelphia, USA",Winter,April,"Seasonal Sales (e.g., Black Friday, Christmas sales)",Percentage Discount,In-Store Pickup,Chinese New Year (China and Chinese Communities Worldwide),Tomato
"San Antonio, USA",Winter,April,Clearance Sales,Dollar Amount Discount,Freight Shipping,Hanukkah (Jewish Communities Worldwide),OrangeRed
"San Diego, USA",Winter,April,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),DarkOrange
"Dallas, USA",Winter,April,Paper Coupons,Bulk Purchase Discounts,Standard Shipping,Thanksgiving (USA and Canada),Orange
"San Jose, USA",Winter,April,Mobile Coupons,Limited-Time Offers,Expedited Shipping,"Halloween (Global, especially USA and UK)",Gold
"Austin, USA",Winter,April,Discount Codes,Percentage Discount,Overnight Shipping,Oktoberfest (Germany and Worldwide),Yellow
"Jacksonville, USA",Winter,April,Gift Vouchers,Dollar Amount Discount,Same-Day Delivery,"Carnival (Brazil, Trinidad and Tobago, Venice, New Orleans)",LightYellow
"Fort Worth, USA",Winter,April,Cashback Offers,Buy One Get One (BOGO),Two-Day Shipping,St. Patrick's Day (Ireland and Irish Communities Worldwide),LemonChiffon
"Columbus, USA",Winter,April,Points Programs (earn points for purchases),Bulk Purchase Discounts,In-Store Pickup,"Mardi Gras (New Orleans, USA, and Other Places)",LightGoldenRodYellow
"Charlotte, USA",Winter,April,Membership Discounts,Limited-Time Offers,Freight Shipping,Songkran (Thailand),PapayaWhip
"San Francisco, USA",Winter,April,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),Moccasin
"Indianapolis, USA",Winter,April,"Rewards Programs (e.g., frequent flyer miles)",Dollar Amount Discount,Standard Shipping,Rosh Hashanah (Jewish Communities Worldwide),PeachPuff
"Seattle, USA",Winter,April,VIP Programs,Buy One Get One (BOGO),Expedited Shipping,Yom Kippur (Jewish Communities Worldwide),PaleGoldenRod
"Denver, USA",Winter,April,"Product Bundles (e.g., buy a laptop, get a mouse free)",Bulk Purchase Discounts,Overnight Shipping,Bastille Day (France),Khaki
"Washington, D.C., USA",Winter,April,"Service Packages (e.g., phone plans with free data)",Limited-Time Offers,Same-Day Delivery,"Boxing Day (UK, Canada, Australia)",DarkKhaki
"Boston, USA",Winter,April,"Subscription Discounts (e.g., sign up for 12 months, get 1 month free)",Percentage Discount,Two-Day Shipping,Cinco de Mayo (Mexico and Mexican Communities Worldwide),Lavender
"El Paso, USA",Winter,April,Refer a Friend Discounts,Dollar Amount Discount,In-Store Pickup,"Independence Day (USA, July 4)",Thistle
"Nashville, USA",Winter,April,Referral Rewards,Buy One Get One (BOGO),Freight Shipping,Bonfire Night (UK),Plum
"Detroit, USA",Winter,April,Affiliate Programs,Bulk Purchase Discounts,Flat-Rate Shipping,Kwanzaa (USA),Violet
"Oklahoma City, USA",Winter,April,"Percentage Off (e.g., 20% off)",Limited-Time Offers,Standard Shipping,Vesak (Buddhist Communities),Orchid
"Portland, USA",Winter,April,"Dollar Amount Off (e.g., $10 off)",Percentage Discount,Expedited Shipping,Lantern Festival (China),Fuchsia
"Las Vegas, USA",Winter,April,Buy One Get One Free (BOGO),Dollar Amount Discount,Overnight Shipping,Midsummer (Sweden and Nordic Countries),Magenta
"Memphis, USA",Winter,April,"Buy More Save More (e.g., buy 2 get 1 free)",Buy One Get One (BOGO),Same-Day Delivery,"Pongal (Tamil Nadu, India)",MediumOrchid
"Louisville, USA",Winter,April,Flash Sales,Bulk Purchase Discounts,Two-Day Shipping,"Hari Raya Puasa (Eid al-Fitr) (Malaysia, Indonesia)",MediumPurple
"Baltimore, USA",Winter,April,"Seasonal Sales (e.g., Black Friday, Christmas sales)",Limited-Time Offers,In-Store Pickup,Navratri (India),RebeccaPurple
"Milwaukee, USA",Winter,April,Clearance Sales,Percentage Discount,Freight Shipping,Passover (Jewish Communities Worldwide),BlueViolet
"Albuquerque, USA",Winter,April,Digital Coupons,Dollar Amount Discount,Flat-Rate Shipping,Purim (Jewish Communities Worldwide),DarkViolet
"Tucson, USA",Winter,April,Paper Coupons,Buy One Get One (BOGO),Standard Shipping,T?t (Vietnam),DarkOrchid
"Fresno, USA",Winter,April,Mobile Coupons,Bulk Purchase Discounts,Expedited Shipping,"Nowruz (Persian New Year, Iran)",DarkMagenta
"Sacramento, USA",Winter,April,Discount Codes,Limited-Time Offers,Overnight Shipping,Carnival of Venice (Italy),Purple
"Kansas City, USA",Winter,April,Gift Vouchers,Percentage Discount,Same-Day Delivery,"San Fermín (Running of the Bulls, Spain)",Indigo
"Mesa, USA",Winter,April,Cashback Offers,Dollar Amount Discount,Two-Day Shipping,Glastonbury Festival (UK),SlateBlue
"Atlanta, USA",Winter,April,Points Programs (earn points for purchases),Buy One Get One (BOGO),In-Store Pickup,Notting Hill Carnival (UK),DarkSlateBlue
"Omaha, USA",Winter,April,Membership Discounts,Bulk Purchase Discounts,Freight Shipping,Rio Carnival (Brazil),MediumSlateBlue
"Colorado Springs, USA",Winter,April,Exclusive Member Sales,Limited-Time Offers,Flat-Rate Shipping,Burning Man (USA),GreenYellow
"Raleigh, USA",Winter,April,"Rewards Programs (e.g., frequent flyer miles)",Percentage Discount,Standard Shipping,Coachella (USA),Chartreuse
"Miami, USA",Winter,April,VIP Programs,Dollar Amount Discount,Expedited Shipping,Day of Ashura (Islamic World),LawnGreen
